name,description,category,quality,ambientacion,basePrice,minMargin,maxMargin,status
Comida o Cena Club Plata Mobiliario,"Mesas Club, con mantelería fina, Silla Plegable, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Plata,Club,205.478,0.15,0.25,active
Comida o Cena Club Plata Decoración,"Servilletas de papel, Centros de mesa bajos para mesa redonda con flor de temporada y follajes finos",Decoración,Plata,Club,36.261,0.15,0.25,active
Comida o Cena Ceremonia Plata Menu,"Menú 3 tiempos base de pollo o cerdo (A elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 6 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas),",Menu,Plata,Ceremonia,949.565,0.15,0.25,active
Comida o Cena Ceremonia Plata Mobiliario,"Mesas Club, con mantelería fina, Silla Plegable, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Plata,Ceremonia,231.304,0.15,0.25,active
Comida o Cena Ceremonia Plata Decoración,"Servilletas de papel, Centros de mesa bajos para mesa redonda con flor de temporada y follajes finos",Decoración,Plata,Ceremonia,36.522,0.15,0.25,active
Comida o Cena Gala Plata Menu,"Menú 3 tiempos base de pollo o cerdo (A elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 6 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas),",Menu,Plata,Gala,914.348,0.15,0.25,active
Comida o Cena Gala Plata Mobiliario,"Mesas Club, con mantelería fina, Silla Plegable, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Plata,Gala,268.209,0.15,0.25,active
Comida o Cena Gala Plata Decoración,"Servilletas de papel, Centros de mesa bajos para mesa redonda con flor de temporada y follajes finos",Decoración,Plata,Gala,36.574,0.15,0.25,active
Comida o Cena Ceremonia Oro Menu,"Menú 3 tiempos base de Pollo Cerdo o Res (a elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 7 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Servicio de Café y Té, Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas), Capitan de Meseros",Menu,Oro,Ceremonia, 972.04 ,0.15,0.3,active
Comida o Cena Ceremonia Oro Mobiliario,"Mesa redonda con mantelería fina (6) + Mesa de madera Rustica (4),  Sillas Crossback o Versalles + Tiffany con funda, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Oro,Ceremonia, 221.48 ,0.15,0.3,active
Comida o Cena Ceremonia Oro Decoración,"Servilletas de Lino, Números de mesa (uno por mesa), Menú personalizado (dos por mesa), Centros de mesa bajos para mesa redonda + caminos para mesa rectangular con flor de temporada y follajes finos",Decoración,Oro,Ceremonia, 36.91 ,0.15,0.3,active
Comida o Cena Gala Oro Menu,"Menú 3 tiempos base de Pollo Cerdo o Res (a elegir) emplatado de 3 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 7 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Servicio de Café y Té, Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas), Capitan de Meseros",Menu,Oro,Gala, 973.42 ,0.15,0.3,active
Comida o Cena Gala Oro Mobiliario,"Mesa redonda con mantelería fina (6) + Mesa de madera Rustica (4),  Sillas Crossback o Versalles + Tiffany con funda, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Oro,Gala, 221.79 ,0.15,0.3,active
Comida o Cena Gala Oro Decoración,"Servilletas de Lino, Números de mesa (uno por mesa), Menú personalizado (dos por mesa), Centros de mesa bajos para mesa redonda + caminos para mesa rectangular con flor de temporada y follajes finos",Decoración,Oro,Gala, 36.97 ,0.15,0.3,active
Comida o Cena Ceremonia Platino Menu,"Menú 3 tiempos base de Pollo, Cerdo, Res o Salmon (a elegir) emplatado de 4 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 7 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Tornafiesta para el 80% de los invitados (chilaquiles verdes o rojos), Servicio de Café y Té, Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas), Capitan de Meseros",Menu,Platino,Ceremonia,991.304,0.15,0.35,active
Comida o Cena Ceremonia Platino Mobiliario,"Mesa redonda con mantelería fina (6) + Mesa de viga personalizada (4) Silla Prada o Metric, Crossback,  Versalles o Tiffany con funda, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Platino,Ceremonia,161.087,0.15,0.35,active
Comida o Cena Ceremonia Platino Decoración,"Servilletas de Lino, Números de mesa (uno por mesa), Menú personalizado (uno por comensal ), Centros de mesa bajos para mesa redonda + caminos para mesa rectangular con flor de temporada y follajes finos",Decoración,Platino,Ceremonia,86.739,0.15,0.35,active
Comida o Cena Gala Platino Menu,"Menú 3 tiempos base de Pollo, Cerdo, Res o Salmon (a elegir) emplatado de 4 tiempos incluye Pan, Barra de refrescos y hielos ilimitados por 7 horas (agua, agua mineral, coca cola, coca light, refresco de toronja, refresco de sabor,limones), Tornafiesta para el 80% de los invitados (chilaquiles verdes o rojos), Servicio de Café y Té, Personal y equipo de cocina, Servicio de meseros (1 cada 10 personas por 6 horas efectivas), Capitan de Meseros",Menu,Platino,Gala,992.696,0.15,0.35,active
Comida o Cena Gala Platino Mobiliario,"Mesa redonda con mantelería fina (6) + Mesa de viga personalizada (4) Silla Prada o Metric, Crossback,  Versalles o Tiffany con funda, Vajilla y plaqué, Cristalería (vaso highball, copa tinto, old fashion y caballitos), Plato base de diseño",Mobiliario,Platino,Gala,161.313,0.15,0.35,active
Comida o Cena Gala Platino Decoración,"Servilletas de Lino, Números de mesa (uno por mesa), Menú personalizado (uno por comensal ), Centros de mesa bajos para mesa redonda + caminos para mesa rectangular con flor de temporada y follajes finos",Decoración,Platino,Gala,86.861,0.15,0.35,active
Cocteleria Club Plata Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Plata,Club,140,0.15,0.35,active
Canapes Club Plata Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Plata,Club,140,0.15,0.35,active
Cocteleria Ceremonia Plata Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Plata,Ceremonia,160,0.15,0.35,active
Canapes Ceremonia Plata Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Plata,Ceremonia,160,0.15,0.35,active
Cocteleria Gala Plata Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Plata,Gala,180,0.15,0.35,active
Canapes Gala Plata Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Plata,Gala,180,0.15,0.35,active
Cocteleria Club Oro Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Oro,Club,154,0.15,0.35,active
Canapes Club Oro Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Oro,Club,154,0.15,0.35,active
Cocteleria Ceremonia Oro Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Oro,Ceremonia,176,0.15,0.35,active
Canapes Ceremonia Oro Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Oro,Ceremonia,176,0.15,0.35,active
Cocteleria Gala Oro Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Oro,Gala,198,0.15,0.35,active
Canapes Gala Oro Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Oro,Gala,198,0.15,0.35,active
Cocteleria Club Platino Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Platino,Club,169,0.15,0.35,active
Canapes Club Platino Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Platino,Club,169,0.15,0.35,active
Cocteleria Ceremonia Platino Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Platino,Ceremonia,194,0.15,0.35,active
Canapes Ceremonia Platino Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Platino,Ceremonia,194,0.15,0.35,active
Cocteleria Gala Platino Menu,Una hora de Servicio Cristalería apropiada y 3 variedades a elegir 3 variedades a elegir,Menu,Platino,Gala,218,0.15,0.35,active
Canapes Gala Platino Menu,Una hora de Servicio de bocadillos (5 Variedades a Elegir),Menu,Platino,Gala,218,0.15,0.35,active
